state_name,city_name,product_name,margin_price,fuel_price,final_price,created_at,updated_at,scraped_at
Western Australia,Perth,Pulp - 95,0.0045,1.8439,1.8484,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-05T08:29:47Z
Queensland,Brisbane,Diesel,0.0615,2.0813,2.1428,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-05-05T08:29:47Z
Queensland,Brisbane,Premium - 98,0.1807,1.8654,2.0461,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-05-05T08:29:47Z
Queensland,Brisbane,Blended E10,0.0639,1.7296,1.7935,2025-01-23T00:05:26.000000Z,2025-07-24T10:15:55.000000Z,2026-05-05T08:29:47Z
Queensland,Brisbane,Unleaded 91 (ULP),0.0609,1.7168999999999999,1.7778,2025-01-23T00:05:26.000000Z,2025-07-24T10:12:57.000000Z,2026-05-05T08:29:47Z
Queensland,Brisbane,Pulp - 95,0.0729,1.8289,1.9018,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-05-05T08:29:47Z
Victoria,Melbourne,Diesel,0.0189,2.1707,2.1896,2025-07-18T15:27:30.000000Z,2025-07-24T10:12:57.000000Z,2026-05-05T08:29:47Z
Victoria,Melbourne,Premium - 98,0.1489,1.9229,2.0718,2025-07-18T15:27:30.000000Z,2025-07-25T09:41:43.000000Z,2026-05-05T08:29:47Z
Victoria,Melbourne,Blended E10,0.0376,1.7803,1.8179,2025-07-18T15:27:30.000000Z,2025-07-24T10:15:55.000000Z,2026-05-05T08:29:47Z
Victoria,Melbourne,Unleaded 91 (ULP),0.0299,1.7822,1.8121,2025-07-18T15:27:30.000000Z,2025-07-24T10:12:57.000000Z,2026-05-05T08:29:47Z
Western Australia,Perth,Diesel,-0.0117,2.0738,2.0621,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-07T09:07:31Z
Western Australia,Perth,Premium - 98,0.0086,1.9527,1.9613,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-07T09:07:31Z
Western Australia,Perth,Unleaded 91 (ULP),-0.0058,1.7563,1.7505,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-07T09:07:31Z
Western Australia,Perth,Pulp - 95,0.0045,1.8563,1.8608,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-07T09:07:31Z
Queensland,Brisbane,Diesel,0.0615,2.0395,2.101,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-05-07T09:07:31Z
Queensland,Brisbane,Premium - 98,0.1807,1.8711,2.0518,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-05-07T09:07:31Z
Queensland,Brisbane,Blended E10,0.0639,1.7457,1.8096,2025-01-23T00:05:26.000000Z,2025-07-24T10:15:55.000000Z,2026-05-07T09:07:31Z
Queensland,Brisbane,Unleaded 91 (ULP),0.0609,1.7397,1.8006,2025-01-23T00:05:26.000000Z,2025-07-24T10:12:57.000000Z,2026-05-07T09:07:31Z
Queensland,Brisbane,Pulp - 95,0.0729,1.8347,1.9076,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-05-07T09:07:31Z
Western Australia,Perth,Diesel,-0.0117,1.9745,1.9628,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-09T08:13:42Z
Western Australia,Perth,Premium - 98,0.0086,1.9226999999999999,1.9313,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-09T08:13:42Z
Western Australia,Perth,Unleaded 91 (ULP),-0.0058,1.7263,1.7205,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-09T08:13:42Z
Western Australia,Perth,Pulp - 95,0.0045,1.8263,1.8308,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-09T08:13:42Z
Queensland,Brisbane,Diesel,0.0615,2.0023,2.0638,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-05-09T08:13:42Z
Queensland,Brisbane,Premium - 98,0.1807,1.8598,2.0405,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-05-09T08:13:42Z
Queensland,Brisbane,Blended E10,0.0639,1.7255,1.7894,2025-01-23T00:05:26.000000Z,2025-07-24T10:15:55.000000Z,2026-05-09T08:13:42Z
Queensland,Brisbane,Unleaded 91 (ULP),0.0609,1.7142,1.7751,2025-01-23T00:05:26.000000Z,2025-07-24T10:12:57.000000Z,2026-05-09T08:13:42Z
Queensland,Brisbane,Pulp - 95,0.0729,1.8234,1.8963,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-05-09T08:13:42Z
Western Australia,Perth,Diesel,-0.0117,1.9661,1.9544,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-11T10:02:30Z
Western Australia,Perth,Premium - 98,0.0086,1.9052,1.9138,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-11T10:02:30Z
Western Australia,Perth,Unleaded 91 (ULP),-0.0058,1.7088,1.703,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-11T10:02:30Z
Western Australia,Perth,Pulp - 95,0.0045,1.8088,1.8133,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-11T10:02:30Z
Queensland,Brisbane,Diesel,0.0615,1.9807000000000001,2.0422,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-05-11T10:02:30Z
Queensland,Brisbane,Premium - 98,0.1807,1.8475000000000001,2.0282,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-05-11T10:02:30Z
Queensland,Brisbane,Blended E10,0.0639,1.7183000000000002,1.7822,2025-01-23T00:05:26.000000Z,2025-07-24T10:15:55.000000Z,2026-05-11T10:02:30Z
Queensland,Brisbane,Unleaded 91 (ULP),0.0609,1.7071,1.768,2025-01-23T00:05:26.000000Z,2025-07-24T10:12:57.000000Z,2026-05-11T10:02:30Z
Queensland,Brisbane,Pulp - 95,0.0729,1.811,1.8839,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-05-11T10:02:30Z
Victoria,Melbourne,Diesel,0.0189,2.048,2.0669,2025-07-18T15:27:30.000000Z,2025-07-24T10:12:57.000000Z,2026-05-11T10:02:30Z
Victoria,Melbourne,Premium - 98,0.1489,1.8418,1.9907,2025-07-18T15:27:30.000000Z,2025-07-25T09:41:43.000000Z,2026-05-11T10:02:30Z
Victoria,Melbourne,Unleaded 91 (ULP),0.0299,1.7038,1.7337,2025-07-18T15:27:30.000000Z,2025-07-24T10:12:57.000000Z,2026-05-11T10:02:30Z
Western Australia,Perth,Diesel,-0.0117,1.9542000000000002,1.9425,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-12T09:14:58Z
Western Australia,Perth,Premium - 98,0.0086,1.8975,1.9061,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-12T09:14:58Z
Western Australia,Perth,Unleaded 91 (ULP),-0.0058,1.7010999999999998,1.6953,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-12T09:14:58Z
Western Australia,Perth,Pulp - 95,0.0045,1.8011,1.8056,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-12T09:14:58Z
Queensland,Brisbane,Diesel,0.0615,1.9565000000000001,2.018,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-05-12T09:14:58Z
Queensland,Brisbane,Premium - 98,0.1807,1.8371,2.0178,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-05-12T09:14:58Z
Queensland,Brisbane,Blended E10,0.0639,1.7109,1.7748,2025-01-23T00:05:26.000000Z,2025-07-24T10:15:55.000000Z,2026-05-12T09:14:58Z
Queensland,Brisbane,Unleaded 91 (ULP),0.0609,1.6997,1.7606,2025-01-23T00:05:26.000000Z,2025-07-24T10:12:57.000000Z,2026-05-12T09:14:58Z
Queensland,Brisbane,Pulp - 95,0.0729,1.8008,1.8737,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-05-12T09:14:58Z
Western Australia,Perth,Diesel,-0.0117,1.9487,1.937,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-13T09:21:15Z
Western Australia,Perth,Premium - 98,0.0086,1.8883,1.8969,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-13T09:21:15Z
Western Australia,Perth,Unleaded 91 (ULP),-0.0058,1.6919,1.6861,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-13T09:21:15Z
Western Australia,Perth,Pulp - 95,0.0045,1.7919,1.7964,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-13T09:21:15Z
Queensland,Brisbane,Diesel,0.0615,1.9291,1.9906,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-05-13T09:21:15Z
Queensland,Brisbane,Premium - 98,0.1807,1.8307,2.0114,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-05-13T09:21:15Z
Queensland,Brisbane,Blended E10,0.0639,1.7064,1.7703,2025-01-23T00:05:26.000000Z,2025-07-24T10:15:55.000000Z,2026-05-13T09:21:15Z
Queensland,Brisbane,Unleaded 91 (ULP),0.0609,1.6952,1.7561,2025-01-23T00:05:26.000000Z,2025-07-24T10:12:57.000000Z,2026-05-13T09:21:15Z
Queensland,Brisbane,Pulp - 95,0.0729,1.7944,1.8673,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-05-13T09:21:15Z
Western Australia,Perth,Diesel,-0.0117,1.9647000000000001,1.953,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-14T07:43:47Z
Western Australia,Perth,Premium - 98,0.0086,1.8878,1.8964,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-14T07:43:47Z
Western Australia,Perth,Unleaded 91 (ULP),-0.0058,1.6913,1.6855,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-14T07:43:47Z
Western Australia,Perth,Pulp - 95,0.0045,1.7913999999999999,1.7959,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-14T07:43:47Z
Queensland,Brisbane,Diesel,0.0615,1.9334,1.9949,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-05-14T07:43:47Z
Queensland,Brisbane,Premium - 98,0.1807,1.8340999999999998,2.0148,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-05-14T07:43:47Z
Queensland,Brisbane,Blended E10,0.0639,1.7098,1.7737,2025-01-23T00:05:26.000000Z,2025-07-24T10:15:55.000000Z,2026-05-14T07:43:47Z
Queensland,Brisbane,Unleaded 91 (ULP),0.0609,1.6985999999999999,1.7595,2025-01-23T00:05:26.000000Z,2025-07-24T10:12:57.000000Z,2026-05-14T07:43:47Z
Queensland,Brisbane,Pulp - 95,0.0729,1.7976999999999999,1.8706,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-05-14T07:43:47Z
Western Australia,Perth,Diesel,-0.0117,1.9879,1.9762,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-15T09:25:44Z
Western Australia,Perth,Premium - 98,0.0086,1.9091,1.9177,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-15T09:25:44Z
Western Australia,Perth,Unleaded 91 (ULP),-0.0058,1.7127,1.7069,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-15T09:25:44Z
Western Australia,Perth,Pulp - 95,0.0045,1.8127,1.8172,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-15T09:25:44Z
Victoria,Melbourne,Diesel,0.0189,1.9432,1.9621,2025-07-18T15:27:30.000000Z,2025-07-24T10:12:57.000000Z,2026-05-15T09:25:44Z
Victoria,Melbourne,Premium - 98,0.1489,1.8188,1.9677,2025-07-18T15:27:30.000000Z,2025-07-25T09:41:43.000000Z,2026-05-15T09:25:44Z
Victoria,Melbourne,Blended E10,0.0376,1.6905000000000001,1.7281,2025-07-18T15:27:30.000000Z,2025-07-24T10:15:55.000000Z,2026-05-15T09:25:44Z
Victoria,Melbourne,Unleaded 91 (ULP),0.0299,1.6817,1.7116,2025-07-18T15:27:30.000000Z,2025-07-24T10:12:57.000000Z,2026-05-15T09:25:44Z
Queensland,Brisbane,Diesel,0.0615,1.9306,1.9921,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-05-16T08:20:29Z
Queensland,Brisbane,Premium - 98,0.1807,1.833,2.0137,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-05-16T08:20:29Z
Queensland,Brisbane,Blended E10,0.0639,1.7039,1.7678,2025-01-23T00:05:26.000000Z,2025-07-24T10:15:55.000000Z,2026-05-16T08:20:29Z
Queensland,Brisbane,Unleaded 91 (ULP),0.0609,1.6926999999999999,1.7536,2025-01-23T00:05:26.000000Z,2025-07-24T10:12:57.000000Z,2026-05-16T08:20:29Z
Queensland,Brisbane,Pulp - 95,0.0729,1.7969,1.8698,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-05-16T08:20:29Z
Western Australia,Perth,Diesel,-0.0117,2.0095,1.9978,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-18T10:43:03Z
Western Australia,Perth,Premium - 98,0.0086,1.9333,1.9419,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-18T10:43:03Z
Western Australia,Perth,Unleaded 91 (ULP),-0.0058,1.7368999999999999,1.7311,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-18T10:43:03Z
Western Australia,Perth,Pulp - 95,0.0045,1.8369,1.8414,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-18T10:43:03Z
Queensland,Brisbane,Diesel,0.0615,1.9381,1.9996,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-05-18T10:43:03Z
Queensland,Brisbane,Premium - 98,0.1807,1.8391,2.0198,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-05-18T10:43:03Z
Queensland,Brisbane,Blended E10,0.0639,1.7058,1.7697,2025-01-23T00:05:26.000000Z,2025-07-24T10:15:55.000000Z,2026-05-18T10:43:03Z
Queensland,Brisbane,Unleaded 91 (ULP),0.0609,1.6945999999999999,1.7555,2025-01-23T00:05:26.000000Z,2025-07-24T10:12:57.000000Z,2026-05-18T10:43:03Z
Queensland,Brisbane,Pulp - 95,0.0729,1.8029,1.8758,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-05-18T10:43:03Z
Western Australia,Perth,Diesel,-0.0117,2.0322,2.0205,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-19T10:10:54Z
Western Australia,Perth,Premium - 98,0.0086,1.9601,1.9687,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-19T10:10:54Z
Western Australia,Perth,Unleaded 91 (ULP),-0.0058,1.7637,1.7579,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-19T10:10:54Z
Western Australia,Perth,Pulp - 95,0.0045,1.8637000000000001,1.8682,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-19T10:10:54Z
Queensland,Brisbane,Diesel,0.0615,1.9621,2.0236,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-05-19T10:10:54Z
Queensland,Brisbane,Premium - 98,0.1807,1.8622,2.0429,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-05-19T10:10:54Z
Queensland,Brisbane,Blended E10,0.0639,1.7250999999999999,1.789,2025-01-23T00:05:26.000000Z,2025-07-24T10:15:55.000000Z,2026-05-19T10:10:54Z
Queensland,Brisbane,Unleaded 91 (ULP),0.0609,1.7139,1.7748,2025-01-23T00:05:26.000000Z,2025-07-24T10:12:57.000000Z,2026-05-19T10:10:54Z
Queensland,Brisbane,Pulp - 95,0.0729,1.8258999999999999,1.8988,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-05-19T10:10:54Z
Victoria,Melbourne,Diesel,0.0189,1.9668999999999999,1.9858,2025-07-18T15:27:30.000000Z,2025-07-24T10:12:57.000000Z,2026-05-19T10:10:54Z
Victoria,Melbourne,Premium - 98,0.1489,1.8383,1.9872,2025-07-18T15:27:30.000000Z,2025-07-25T09:41:43.000000Z,2026-05-19T10:10:54Z
Victoria,Melbourne,Blended E10,0.0376,1.7093,1.7469,2025-07-18T15:27:30.000000Z,2025-07-24T10:15:55.000000Z,2026-05-19T10:10:54Z
Victoria,Melbourne,Unleaded 91 (ULP),0.0299,1.7004000000000001,1.7303,2025-07-18T15:27:30.000000Z,2025-07-24T10:12:57.000000Z,2026-05-19T10:10:54Z
Western Australia,Perth,Diesel,-0.0117,2.0484,2.0367,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-20T09:56:17Z
Western Australia,Perth,Premium - 98,0.0086,1.9818,1.9904,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-20T09:56:17Z
Western Australia,Perth,Unleaded 91 (ULP),-0.0058,1.7854,1.7796,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-20T09:56:17Z
Western Australia,Perth,Pulp - 95,0.0045,1.8854,1.8899,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-20T09:56:17Z
Queensland,Brisbane,Diesel,0.0615,1.9806,2.0421,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-05-20T09:56:17Z
Queensland,Brisbane,Premium - 98,0.1807,1.8857,2.0664,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-05-20T09:56:17Z
Queensland,Brisbane,Blended E10,0.0639,1.746,1.8099,2025-01-23T00:05:26.000000Z,2025-07-24T10:15:55.000000Z,2026-05-20T09:56:17Z
Queensland,Brisbane,Unleaded 91 (ULP),0.0609,1.7348,1.7957,2025-01-23T00:05:26.000000Z,2025-07-24T10:12:57.000000Z,2026-05-20T09:56:17Z
Queensland,Brisbane,Pulp - 95,0.0729,1.8494000000000002,1.9223,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-05-20T09:56:17Z
Western Australia,Perth,Diesel,-0.0117,2.0514,2.0397,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-21T10:05:47Z
Western Australia,Perth,Premium - 98,0.0086,1.9870999999999999,1.9957,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-21T10:05:47Z
Western Australia,Perth,Unleaded 91 (ULP),-0.0058,1.7907,1.7849,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-21T10:05:47Z
Western Australia,Perth,Pulp - 95,0.0045,1.8907,1.8952,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-21T10:05:47Z
Queensland,Brisbane,Diesel,0.0615,1.9994,2.0609,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-05-21T10:05:47Z
Queensland,Brisbane,Blended E10,0.0639,1.7593,1.8232,2025-01-23T00:05:26.000000Z,2025-07-24T10:15:55.000000Z,2026-05-21T10:05:47Z
Queensland,Brisbane,Unleaded 91 (ULP),0.0609,1.7481,1.809,2025-01-23T00:05:26.000000Z,2025-07-24T10:12:57.000000Z,2026-05-21T10:05:47Z
Queensland,Brisbane,Pulp - 95,0.0729,1.8616000000000001,1.9345,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-05-21T10:05:47Z
Victoria,Melbourne,Diesel,0.0189,2.0034,2.0223,2025-07-18T15:27:30.000000Z,2025-07-24T10:12:57.000000Z,2026-05-21T10:05:47Z
Victoria,Melbourne,Premium - 98,0.1489,1.8854,2.0343,2025-07-18T15:27:30.000000Z,2025-07-25T09:41:43.000000Z,2026-05-21T10:05:47Z
Victoria,Melbourne,Blended E10,0.0376,1.7415,1.7791,2025-07-18T15:27:30.000000Z,2025-07-24T10:15:55.000000Z,2026-05-21T10:05:47Z
Victoria,Melbourne,Unleaded 91 (ULP),0.0299,1.7449,1.7748,2025-07-18T15:27:30.000000Z,2025-07-24T10:12:57.000000Z,2026-05-21T10:05:47Z
Victoria,Melbourne,Pulp - 95,0.0249,1.8254000000000001,1.8503,2025-07-18T15:27:30.000000Z,2025-07-24T10:12:57.000000Z,2026-05-21T10:05:47Z
Western Australia,Perth,Diesel,-0.0117,2.0472,2.0355,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-22T09:52:09Z
Western Australia,Perth,Premium - 98,0.0086,1.9803,1.9889,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-22T09:52:09Z
Western Australia,Perth,Unleaded 91 (ULP),-0.0058,1.7839,1.7781,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-22T09:52:09Z
Western Australia,Perth,Pulp - 95,0.0045,1.8839000000000001,1.8884,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-22T09:52:09Z
Queensland,Brisbane,Diesel,0.0615,1.9927000000000001,2.0542,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-05-22T09:52:09Z
Queensland,Brisbane,Premium - 98,0.1807,1.8931,2.0738,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-05-22T09:52:09Z
Queensland,Brisbane,Blended E10,0.0639,1.7570000000000001,1.8209,2025-01-23T00:05:26.000000Z,2025-07-24T10:15:55.000000Z,2026-05-22T09:52:09Z
Queensland,Brisbane,Unleaded 91 (ULP),0.0609,1.7458,1.8067,2025-01-23T00:05:26.000000Z,2025-07-24T10:12:57.000000Z,2026-05-22T09:52:09Z
Queensland,Brisbane,Pulp - 95,0.0729,1.8566,1.9295,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-05-22T09:52:09Z
Western Australia,Perth,Diesel,-0.0117,2.0284,2.0167,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-25T10:52:21Z
Western Australia,Perth,Premium - 98,0.0086,1.9476,1.9562,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-25T10:52:21Z
Western Australia,Perth,Unleaded 91 (ULP),-0.0058,1.7511999999999999,1.7454,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-25T10:52:21Z
Western Australia,Perth,Pulp - 95,0.0045,1.8512,1.8557,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-25T10:52:21Z
Queensland,Brisbane,Diesel,0.0615,1.9781,2.0396,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-05-25T10:52:21Z
Queensland,Brisbane,Premium - 98,0.1807,1.8817,2.0624,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-05-25T10:52:21Z
Queensland,Brisbane,Blended E10,0.0639,1.7482,1.8121,2025-01-23T00:05:26.000000Z,2025-07-24T10:15:55.000000Z,2026-05-25T10:52:21Z
Queensland,Brisbane,Unleaded 91 (ULP),0.0609,1.7370999999999999,1.798,2025-01-23T00:05:26.000000Z,2025-07-24T10:12:57.000000Z,2026-05-25T10:52:21Z
Queensland,Brisbane,Pulp - 95,0.0729,1.8451,1.918,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-05-25T10:52:21Z
Western Australia,Perth,Diesel,-0.0117,1.9952999999999999,1.9836,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-26T10:30:56Z
Western Australia,Perth,Premium - 98,0.0086,1.9287,1.9373,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-26T10:30:56Z
Western Australia,Perth,Unleaded 91 (ULP),-0.0058,1.7323,1.7265,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-26T10:30:56Z
Western Australia,Perth,Pulp - 95,0.0045,1.8323,1.8368,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-26T10:30:56Z
Queensland,Brisbane,Diesel,0.0615,1.9544000000000001,2.0159,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-05-26T10:30:56Z
Queensland,Brisbane,Premium - 98,0.1807,1.8627,2.0434,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-05-26T10:30:56Z
Queensland,Brisbane,Blended E10,0.0639,1.7353,1.7992,2025-01-23T00:05:26.000000Z,2025-07-24T10:15:55.000000Z,2026-05-26T10:30:56Z
Queensland,Brisbane,Unleaded 91 (ULP),0.0609,1.7241,1.785,2025-01-23T00:05:26.000000Z,2025-07-24T10:12:57.000000Z,2026-05-26T10:30:56Z
Victoria,Melbourne,Diesel,0.0189,1.9790999999999999,1.998,2025-07-18T15:27:30.000000Z,2025-07-24T10:12:57.000000Z,2026-05-26T10:30:56Z
Victoria,Melbourne,Premium - 98,0.1489,1.8567,2.0056,2025-07-18T15:27:30.000000Z,2025-07-25T09:41:43.000000Z,2026-05-26T10:30:56Z
Victoria,Melbourne,Unleaded 91 (ULP),0.0299,1.7177,1.7476,2025-07-18T15:27:30.000000Z,2025-07-24T10:12:57.000000Z,2026-05-26T10:30:56Z
Western Australia,Perth,Diesel,-0.0117,1.9449999999999998,1.9333,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-27T10:32:27Z
Western Australia,Perth,Premium - 98,0.0086,1.8953,1.9039,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-27T10:32:27Z
Western Australia,Perth,Unleaded 91 (ULP),-0.0058,1.6989,1.6931,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-27T10:32:27Z
Western Australia,Perth,Pulp - 95,0.0045,1.7989000000000002,1.8034,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-27T10:32:27Z
Queensland,Brisbane,Diesel,0.0615,1.9096,1.9711,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-05-27T10:32:27Z
Queensland,Brisbane,Premium - 98,0.1807,1.8214000000000001,2.0021,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-05-27T10:32:27Z
Queensland,Brisbane,Blended E10,0.0639,1.6879,1.7518,2025-01-23T00:05:26.000000Z,2025-07-24T10:15:55.000000Z,2026-05-27T10:32:27Z
Queensland,Brisbane,Unleaded 91 (ULP),0.0609,1.6899,1.7508,2025-01-23T00:05:26.000000Z,2025-07-24T10:12:57.000000Z,2026-05-27T10:32:27Z
Queensland,Brisbane,Pulp - 95,0.0729,1.7409,1.8138,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-05-27T10:32:27Z
Victoria,Melbourne,Diesel,0.0189,1.9348,1.9537,2025-07-18T15:27:30.000000Z,2025-07-24T10:12:57.000000Z,2026-05-27T10:32:27Z
